subject,organ,iou,label,logreg_[raw],tree-depth3_[raw],randomforest_[raw],histgradboost_[raw],logreg_[raw+organ],tree-depth3_[raw+organ],randomforest_[raw+organ],histgradboost_[raw+organ],logreg_[rel],tree-depth3_[rel],randomforest_[rel],histgradboost_[rel],logreg_[raw+rel],tree-depth3_[raw+rel],randomforest_[raw+rel],histgradboost_[raw+rel],organ-rate_baseline,always-accept
s0324,lung_lower_lobe_left,0.9913,1,0.8350423911247177,0.8180735731873152,0.9202238896349537,0.9989738272684188,0.7187799310342816,0.8180735731873152,0.9122019109146313,0.9987284498648888,0.5853999655963854,0.46964367640311927,0.7186844767096102,0.9761363115509751,0.8996161602709116,0.8180735731873152,0.9113089941074485,0.999805842626964,0.9,0.7414330218068536
s0324,lung_lower_lobe_right,0.9929,1,0.8338041809563717,0.8180735731873152,0.9844773903300458,0.9999221300132258,0.8220158686113852,0.8180735731873152,0.9609791583549385,0.9998878641789526,0.575287496113775,0.46964367640311927,0.7250585132112021,0.8822081822532453,0.9095471314756468,0.8180735731873152,0.9415522680263589,0.9999100130079503,0.9473684210526315,0.7414330218068536
s0324,lung_middle_lobe_right,0.9693,1,0.1792914670103461,0.15691854564269822,0.606124151562047,0.77441932464903,0.20661033839747142,0.15691854564269825,0.5204144162917097,0.8379350656464476,0.361173313572927,0.1891865395455984,0.4182398890180924,0.3977330852016978,0.21643551126950578,0.15691854564269828,0.5413875222710989,0.788115081493806,0.8333333333333334,0.7414330218068536
s0324,lung_upper_lobe_left,0.9751,1,0.3079812653243688,0.15691854564269822,0.7095847965610993,0.9368458238562837,0.3164453957911808,0.15691854564269825,0.6300175264644331,0.8149080769659188,0.4574416243467169,0.46964367640311927,0.6907322548639069,0.8749372346903873,0.3932665112409392,0.15691854564269828,0.6610906883480413,0.9472147947000781,0.95,0.7414330218068536
s0324,pancreas,0.8818,0,0.5054918492996145,0.5931206619482351,0.4432868183582602,0.8957796482888857,0.34083441769860395,0.5931206619482348,0.4471537774387066,0.5949937458019494,0.5941199978930619,0.7091767251832947,0.8234227169491396,0.915376396946546,0.3701468894587238,0.593120661948235,0.5655700985406882,0.696813570274165,0.4,0.7414330218068536
s0324,portal_vein_and_splenic_vein,0.414,0,0.18958015675783932,0.06984311012210823,0.12771165950375551,0.0014297547787028818,0.01956651036509717,0.04539653600729242,0.08255561226673075,9.316868394605901e-05,0.10254662716292244,0.06374688571267975,0.15242411820881935,4.223164533363231e-05,0.061778529597758425,0.06374688571267977,0.10514583070132222,6.337259599418279e-05,0.0,0.7414330218068536
s0324,rib_left_10,0.9727,1,0.8103788750787997,0.8180735731873152,0.675884375770691,0.9693240108629251,0.6860301119908065,0.8180735731873152,0.7264612884362023,0.9900288519308692,0.42126730149115815,0.46964367640311927,0.663506980956596,0.8217974007686978,0.7905240514928963,0.8180735731873152,0.719769065576436,0.9342311627734541,0.7575757575757576,0.7414330218068536
s0324,rib_left_11,0.9611,1,0.7609191876118655,0.8180735731873152,0.727455709866792,0.9734651233591446,0.750711960020249,0.8180735731873152,0.7115706371800127,0.9490681524341559,0.39934311595663347,0.46964367640311927,0.6814349290873993,0.9736816644720991,0.7581017442359111,0.8180735731873152,0.8123556441186007,0.9962277834871772,0.8125,0.7414330218068536
s0324,rib_left_12,0.939,1,0.6673905559846847,0.39215936661984374,0.5785570375394209,0.7916155025506955,0.541285605231367,0.3921593666198437,0.5702206453903684,0.6976518432773541,0.3782077718269459,0.46964367640311927,0.7496118191656146,0.9921501762956523,0.6427748380313162,0.3921593666198437,0.5800123109809876,0.7132507015091029,0.6451612903225806,0.7414330218068536
s0324,rib_left_5,0.0,0,0.3286437945046332,0.39215936661984374,0.4964137956908909,0.9196482687872811,0.36742775523133864,0.3921593666198437,0.4542886717097108,0.9439595170778856,0.4331340089893523,0.46964367640311927,0.6883268669445494,0.9824740925257912,0.31311696147975154,0.3921593666198437,0.5382382254601419,0.9258130537909105,0.7575757575757576,0.7414330218068536
s0324,rib_left_6,0.0,0,0.5393375928715913,0.39215936661984374,0.7619540734293453,0.9930456095445124,0.6381100657083404,0.3921593666198437,0.6871698984841156,0.9976369984172498,0.5060714052272548,0.46964367640311927,0.5971714554174017,0.7532073889512013,0.43442247360189357,0.3921593666198437,0.7583179902775418,0.9729757143553294,0.7941176470588235,0.7414330218068536
s0324,rib_left_7,0.0487,0,0.5616290865180685,0.39215936661984374,0.7887028402179033,0.9853703131811835,0.7224367216237049,0.3921593666198437,0.6985201941967172,0.9936422457801265,0.4364209405429301,0.46964367640311927,0.6569454340497078,0.9414904780110455,0.4791986906404037,0.3921593666198437,0.7111154588017337,0.9480553770682694,0.8484848484848485,0.7414330218068536
s0324,rib_left_8,0.1829,0,0.6157584786288801,0.5931206619482351,0.7857338094852211,0.968551517700578,0.6069520491806708,0.5931206619482348,0.7440942949622137,0.9959273693071397,0.42345923083452514,0.46964367640311927,0.5687064436594226,0.48890943939799125,0.572487251804447,0.593120661948235,0.7101255418273013,0.9652370782912331,0.7352941176470589,0.7414330218068536
s0324,rib_left_9,0.6375,0,0.7538129262133638,0.3622234132149144,0.5623336371180289,0.9892681509962992,0.6757309732636422,0.3622234132149146,0.5437716937224216,0.9927448324129495,0.37970816476549124,0.24050911491765345,0.3032599774409463,0.6670941602451942,0.7011769900897984,0.24050911491765348,0.5609234579376493,0.9913882138665345,0.7575757575757576,0.7414330218068536
s0324,rib_right_10,0.9744,1,0.6977512756679457,0.8180735731873152,0.6930546902917821,0.8892987086480704,0.6267225747563051,0.8180735731873152,0.6716258676491583,0.9507563732010942,0.4666538481040714,0.46964367640311927,0.6605270801405922,0.9295130243666306,0.7460243180323278,0.8180735731873152,0.6715872639641682,0.9920495254017156,0.75,0.7414330218068536
s0324,rib_right_11,0.972,1,0.7471937342986352,0.8180735731873152,0.7290306976699867,0.989296067168524,0.6421698402972159,0.8180735731873152,0.6745785633035334,0.9925034134281706,0.4598006303110746,0.46964367640311927,0.6479683935628208,0.9324763926817107,0.7710200905194899,0.8180735731873152,0.7895993125489504,0.9986407895713466,0.71875,0.7414330218068536
s0324,rib_right_12,0.9454,1,0.6592192818301732,0.39215936661984374,0.692626050748054,0.8662744511582225,0.77294636267502,0.3921593666198437,0.6597644038867346,0.8697336275411433,0.3908520408971684,0.46964367640311927,0.6195071298492623,0.8370903518221812,0.6627967789371209,0.3921593666198437,0.6749655240268757,0.9716999342225797,0.8387096774193549,0.7414330218068536
s0324,rib_right_5,0.737,0,0.2386625655891986,0.39215936661984374,0.21288652318586698,0.0008082184107044558,0.2782527654224001,0.3921593666198437,0.2700360538656026,0.002720057107786811,0.4137736254427184,0.46964367640311927,0.7525062215803858,0.9888443374481474,0.25265600514439124,0.3921593666198437,0.4233090848308394,0.06555122983892718,0.7,0.7414330218068536
s0324,rib_right_6,0.8856,0,0.40713126892475815,0.39215936661984374,0.7577579330548282,0.9796652139532849,0.5103968459208711,0.3921593666198437,0.6852451513822899,0.9897788424034656,0.5116685602535499,0.46964367640311927,0.6991289184889662,0.9816393781030427,0.3135172665701016,0.3921593666198437,0.7049175074266685,0.9829936100482133,0.71875,0.7414330218068536
s0324,rib_right_7,0.982,1,0.48276355859139813,0.39215936661984374,0.7677622672786795,0.9848364426298928,0.58139402668339,0.3921593666198437,0.6965798350178132,0.9945079047169617,0.4801649240436923,0.46964367640311927,0.7011201426608054,0.9611171897762993,0.41230513112235195,0.3921593666198437,0.7156542899502489,0.9785165393494843,0.75,0.7414330218068536
s0324,rib_right_8,0.9714,1,0.5226713335119055,0.5931206619482351,0.7526586040565373,0.8961057581879216,0.40106489934362766,0.5931206619482348,0.686966548093654,0.9417213596000372,0.40075998177656263,0.46964367640311927,0.6562297826150412,0.8089532377472619,0.4693936853253105,0.593120661948235,0.6700682597096862,0.9720778083669704,0.65625,0.7414330218068536
s0324,rib_right_9,0.9795,1,0.6048374636793913,0.8180735731873152,0.6742090308964395,0.5395804399118231,0.5035703310193631,0.8180735731873152,0.5791008703486621,0.687363567084501,0.381026548330349,0.1891865395455984,0.3581152917553934,0.11635070913618771,0.6296154471446663,0.8180735731873152,0.5524108608761842,0.9642101589092584,0.71875,0.7414330218068536
s0324,sacrum,0.9021,1,0.13273458305656027,0.8180735731873152,0.6679851290425184,0.8814724598438921,0.6588237006668068,0.8180735731873152,0.6845735169558845,0.8897963769157483,0.20875423647077923,0.1891865395455984,0.40634625354606513,0.24216153269836435,0.13852436424742354,0.8180735731873152,0.6362523615168619,0.46145746973674706,0.8823529411764706,0.7414330218068536
s0324,small_bowel,0.6747,0,0.1861453190741795,0.5931206619482351,0.49948327322586505,0.5383882836091213,0.07635598313746307,0.5931206619482348,0.44100712609769954,0.601622123312063,0.2581448074014692,0.7091767251832947,0.6886682702969427,0.8974221885743527,0.13114128982294262,0.593120661948235,0.5838630340259608,0.7013333088003959,0.4444444444444444,0.7414330218068536
s0324,spinal_cord,0.929,1,0.6125549064574511,0.8180735731873152,0.7856552631354526,0.9811931512788341,0.7578584345117543,0.8180735731873152,0.7546007064389297,0.9932448492549705,0.6009962410891131,0.46964367640311927,0.7343473742346425,0.967385899341347,0.7613995822700167,0.8180735731873152,0.784243879455152,0.9871866388515742,0.9024390243902439,0.7414330218068536
s0324,spleen,0.9229,1,0.78638141435131,0.8180735731873152,0.8681616778639797,0.9917235140950916,0.8439491473389803,0.8180735731873152,0.8502607574660667,0.9769172546111343,0.555940841712256,0.7091767251832947,0.8422625547098181,0.9719142513156867,0.7453889134573367,0.8180735731873152,0.952127911745897,0.9997117675925111,0.8857142857142857,0.7414330218068536
s0324,sternum,0.766,0,0.12650374365605244,0.39215936661984374,0.10230406183962731,0.002901899070485305,0.11165047384267562,0.3921593666198437,0.11020775875293864,0.0022904236304367234,0.3048074307771003,0.1891865395455984,0.4089419580664366,0.6135780520419458,0.153567401980237,0.3921593666198437,0.15062213300167795,0.0004801675697934474,0.6578947368421053,0.7414330218068536
s0324,stomach,0.8861,0,0.5960071113292071,0.5931206619482351,0.7125369801253256,0.937016361830273,0.5119480843959741,0.5931206619482348,0.7026647411592579,0.8263219029878522,0.5480781307881316,0.46964367640311927,0.6653224045028183,0.8579785101428772,0.45268001014105447,0.593120661948235,0.7861655159065439,0.950250868610047,0.7142857142857143,0.7414330218068536
s0324,urinary_bladder,0.7895,0,0.4156633549998432,0.5931206619482351,0.6144398880772416,0.877671165253045,0.37437752372671884,0.5931206619482348,0.6020331067744741,0.7006353375917791,0.4463103454435998,0.46964367640311927,0.5611082888681911,0.7578748950923371,0.33786642125164,0.593120661948235,0.6021299240714552,0.6923564692616356,0.6111111111111112,0.7414330218068536
s0324,vertebrae_L1,0.9855,1,0.8122149861313372,0.8180735731873152,0.9605279181573501,0.9980839221403532,0.9035451930657489,0.8180735731873152,0.9599236916123846,0.9962405450602656,0.4614487481214733,0.46964367640311927,0.5321168339800567,0.735504775034351,0.8048606791754417,0.8180735731873152,0.9136434915218836,0.997757512157226,0.9333333333333333,0.7414330218068536
s0324,vertebrae_L2,0.979,1,0.8077361965599789,0.3622234132149144,0.8393998774511008,0.9966729747491467,0.8723168091610591,0.3622234132149146,0.7540642537920705,0.9945452004403049,0.18171256382664078,0.24050911491765345,0.3459175590433771,0.09538424887380449,0.14157389662986564,0.24050911491765348,0.6052839733076457,0.9114048973763034,0.7692307692307693,0.7414330218068536
s0324,vertebrae_L3,0.9814,1,0.794749297200708,0.8180735731873152,0.9593553594912637,0.997933622213214,0.7831992597846449,0.8180735731873152,0.9237277450406067,0.9930738935839971,0.4134096808807754,0.1891865395455984,0.5432692729962842,0.935241577944332,0.743345902101346,0.8180735731873152,0.8499791303834299,0.9971740027551611,0.8333333333333334,0.7414330218068536
s0324,vertebrae_L4,0.9823,1,0.7405242106517669,0.8180735731873152,0.9813402040577556,0.997973252718094,0.8494300625599321,0.8180735731873152,0.9473471530242488,0.9947600200337801,0.3808459645188391,0.1891865395455984,0.5494396993649919,0.9668233357819339,0.6484047048196968,0.8180735731873152,0.8408934994111408,0.9864005834473868,0.9444444444444444,0.7414330218068536
s0324,vertebrae_L5,0.9842,1,0.754025833779784,0.8180735731873152,0.9663622203289504,0.9876424691036978,0.9030695017883453,0.8180735731873152,0.9549866191567172,0.9818114813158233,0.4426941579384038,0.46964367640311927,0.6251159751636187,0.8934699426217474,0.6879006009022188,0.8180735731873152,0.8848642774649988,0.9898892912137441,0.9411764705882353,0.7414330218068536
s0324,vertebrae_S1,0.8955,0,0.6895013344665408,0.8180735731873152,0.8954364934429208,0.9969023669798247,0.552720904925311,0.8180735731873152,0.8457108466635168,0.9950208935621261,0.2678259576974964,0.1891865395455984,0.5433989676282658,0.8459426278973889,0.5087089222778581,0.8180735731873152,0.8107347130730047,0.922570225576964,0.75,0.7414330218068536
s0324,vertebrae_T10,0.9843,1,0.7192206678368174,0.39215936661984374,0.9060069964434999,0.9915358363653501,0.9214090264236066,0.3921593666198437,0.8561443994650892,0.9991673486115191,0.5126870598186133,0.1891865395455984,0.7411649064188989,0.9844535895873161,0.8302236031406676,0.3921593666198437,0.879004149036068,0.9996300015582813,1.0,0.7414330218068536
s0324,vertebrae_T11,0.9836,1,0.80919189318259,0.8180735731873152,0.9164698591490236,0.9959940340773492,0.8993524116980671,0.8180735731873152,0.9049520615945716,0.9895010296932016,0.4757754630819701,0.46964367640311927,0.5878774917181353,0.9773374691885484,0.854490010216682,0.8180735731873152,0.9083848208376384,0.999224479477053,0.9428571428571428,0.7414330218068536
s0324,vertebrae_T12,0.9792,1,0.79398368984493,0.8180735731873152,0.9131290283114367,0.9937885037038833,0.899179326214421,0.8180735731873152,0.8950395088409538,0.9876167705619622,0.45048778257581806,0.1891865395455984,0.6093672199309388,0.8004713923650899,0.8246796141406905,0.8180735731873152,0.8596077600286233,0.9980277658844916,0.9428571428571428,0.7414330218068536
s0324,vertebrae_T9,0.9583,1,0.40855275716513517,0.39215936661984374,0.20723873189997352,0.40938285767776256,0.4931564936948397,0.3921593666198437,0.2658510205652417,0.47875459543956495,0.35577413389568624,0.1891865395455984,0.33708484335155925,0.6992285632514619,0.7089213525363965,0.3921593666198437,0.24012207669957428,0.1713346270163705,0.8529411764705882,0.7414330218068536
s0249,adrenal_gland_left,0.471,0,0.058425597644915596,0.07932339194302244,0.07129179787729215,9.107164774964949e-05,0.01446693764751688,0.05218083292280873,0.09183871575862644,1.5262079336735224e-05,0.052123322825837676,0.0729506277356485,0.14815350466813693,0.0016748350219857047,0.010404268011855825,0.07295062773564853,0.08199260209879838,1.948391994161761e-05,0.35714285714285715,0.7480559875583204
s0249,adrenal_gland_right,0.8251,0,0.30260190056709446,0.13734633319203063,0.12321070964485589,0.0025103464476505725,0.1276340974672722,0.13734633319203063,0.12811944227678576,0.0020156162772840378,0.538184197852874,0.8347646856750259,0.6717621256102355,0.9858494200696187,0.1135879255026879,0.1373463331920306,0.25605133346068387,0.005685802554000622,0.3448275862068966,0.7480559875583204
s0249,aorta,0.9695,1,0.7645966035090719,0.38100732194363773,0.8004057392660405,0.9935452151481735,0.8740170878631501,0.38100732194363857,0.6875171037071373,0.9981502804943958,0.6074281346083266,0.7340726527691954,0.7715548585890842,0.9904241140760641,0.8239783851217057,0.3810073219436387,0.7625282160051015,0.996223578981522,0.95,0.7480559875583204
s0249,autochthon_left,0.9217,1,0.8676538861484794,0.38100732194363773,0.8644367317684156,0.9983334694429319,0.9290276523146525,0.38100732194363857,0.8231967244616244,0.9997406619662574,0.563859898771661,0.45210160610547223,0.8777513627961874,0.9985112411617463,0.9337737447418366,0.3810073219436387,0.8696265804692429,0.9996718927690172,1.0,0.7480559875583204
s0249,autochthon_right,0.9209,1,0.8613596705114915,0.38100732194363773,0.8714330970319673,0.9991831977328387,0.9263679373006549,0.38100732194363857,0.8270841534324181,0.99952514018077,0.548501056910996,0.45210160610547223,0.8675644826207167,0.9883550363292123,0.9237984295843938,0.3810073219436387,0.8641638145140749,0.9994472556814186,1.0,0.7480559875583204
s0249,colon,0.9165,1,0.539265453344596,0.13734633319203063,0.6053248416728707,0.9084687599024177,0.08259462050446013,0.13734633319203063,0.5518744990988206,0.43441822704333843,0.538723730068147,0.23590150913423452,0.3450861744743284,0.6741421737029542,0.019408249154252814,0.1373463331920306,0.5905312441135492,0.7258855369524237,0.4838709677419355,0.7480559875583204
