subject,organ,iou,label,RF_class_weight=balanced_+_none,RF_class_weight=balanced_+_sigmoid,RF_class_weight=balanced_+_isotonic,RF_no_class_weight_+_none,RF_no_class_weight_+_sigmoid,RF_no_class_weight_+_isotonic
s0324,gluteus_minimus_right,0.9403,1,0.4199723216194705,0.379710265158436,0.425531914893617,0.45666666666666667,0.4077743629129543,0.4409448818897638
s0324,heart,0.8806,0,0.714859578701908,0.794921686991206,0.7961165048543689,0.7412142857142857,0.8076340516326537,0.8199052132701422
s0324,hip_left,0.978,1,0.780339532250864,0.8537942400121467,0.84,0.7952886904761904,0.8554835012158345,0.8258064516129032
s0324,hip_right,0.9809,1,0.7815859996583336,0.8547653937902798,0.84,0.8044196428571427,0.862508979780752,0.8258064516129032
s0324,iliac_artery_left,0.708,0,0.45857211359624983,0.43802258779869624,0.43478260869565216,0.4000297619047619,0.3245327391765372,0.3670886075949367
s0324,iliac_artery_right,0.739,0,0.4851928087142066,0.47936709385610393,0.516209476309227,0.4379940476190476,0.3794670697591769,0.4409448818897638
s0324,iliac_vena_left,0.8329,0,0.22062512218427738,0.14951051365733048,0.1875,0.22595833333333334,0.13717112303243584,0.12359550561797752
s0324,iliac_vena_right,0.8246,0,0.4041533766321505,0.3566841338252511,0.35365853658536583,0.43472023809523813,0.3745816186489735,0.4409448818897638
s0324,iliopsoas_left,0.9613,1,0.9340716808734295,0.9385924507502336,0.9595959595959596,0.9209374999999999,0.9293394883987421,0.9523809523809523
s0324,iliopsoas_right,0.9512,1,0.9404464555425583,0.9408522071915979,0.9595959595959596,0.9415416666666665,0.9374675496522925,0.9555555555555556
s0324,inferior_vena_cava,0.797,0,0.38343899027395756,0.3275181399330954,0.35365853658536583,0.3909583333333334,0.3120282804900776,0.3670886075949367
s0324,kidney_left,0.8631,0,0.3576651589508934,0.2930236208769695,0.32075471698113206,0.43133333333333324,0.36955416268564256,0.4409448818897638
s0324,kidney_right,0.8243,0,0.5410618196962816,0.5663789686482464,0.516209476309227,0.5075119047619048,0.48747094282797776,0.5051546391752577
s0324,liver,0.9716,1,0.9450716407963696,0.9424427319910549,0.9595959595959596,0.9167083333333333,0.9275545045852688,0.9523809523809523
s0324,lung_lower_lobe_left,0.9913,1,0.9113089941074485,0.9298496615321447,0.9304932735426009,0.9550833333333333,0.9423254101164362,0.9555555555555556
s0324,lung_lower_lobe_right,0.9929,1,0.9415522680263589,0.9412361842128567,0.9595959595959596,0.9402083333333334,0.9369690949414646,0.9555555555555556
s0324,lung_middle_lobe_right,0.9693,1,0.5413875222710989,0.5668795427064065,0.516209476309227,0.5260119047619046,0.5168470385873802,0.5051546391752577
s0324,lung_upper_lobe_left,0.9751,1,0.6610906883480413,0.7346461752294493,0.7272727272727273,0.6245833333333333,0.6667874344028553,0.6407766990291263
s0324,pancreas,0.8818,0,0.5655700985406882,0.6035990609968441,0.516209476309227,0.6634761904761907,0.7192607830788805,0.7066666666666667
s0324,portal_vein_and_splenic_vein,0.414,0,0.10514583070132222,0.07862314497701421,0.05263157894736842,0.11908333333333332,0.07460444348209655,0.01818181818181818
s0324,rib_left_10,0.9727,1,0.719769065576436,0.7998855182369858,0.7961165048543689,0.7085000000000001,0.7732682048182709,0.7083333333333334
s0324,rib_left_11,0.9611,1,0.8123556441186007,0.8770791497241387,0.84,0.7782083333333333,0.8415428179221379,0.8199052132701422
s0324,rib_left_12,0.939,1,0.5800123109809876,0.625011432998886,0.516209476309227,0.522,0.5104794392822847,0.5051546391752577
s0324,rib_left_5,0.0,0,0.5382382254601419,0.5620337985325286,0.516209476309227,0.5403452380952382,0.5395375335458231,0.5051546391752577
s0324,rib_left_6,0.0,0,0.7583179902775418,0.8357373394066591,0.84,0.7665773809523811,0.831438241614919,0.8199052132701422
s0324,rib_left_7,0.0487,0,0.7111154588017337,0.79107511133516,0.7961165048543689,0.7699107142857141,0.8343855751101075,0.8199052132701422
s0324,rib_left_8,0.1829,0,0.7101255418273013,0.7900492756624644,0.7961165048543689,0.7677023809523809,0.8324376143719106,0.8199052132701422
s0324,rib_left_9,0.6375,0,0.5609234579376493,0.5966201015840982,0.516209476309227,0.5690833333333335,0.5844502933460002,0.5051546391752577
s0324,rib_right_10,0.9744,1,0.6715872639641682,0.747254063695227,0.7272727272727273,0.6765000000000001,0.7356625544398777,0.7066666666666667
s0324,rib_right_11,0.972,1,0.7895993125489504,0.860881415000363,0.84,0.7612916666666668,0.8266791071447486,0.8199052132701422
s0324,rib_right_12,0.9454,1,0.6749655240268757,0.7512264688004386,0.7272727272727273,0.668235119047619,0.7253255137569595,0.7066666666666667
s0324,rib_right_5,0.737,0,0.4233090848308394,0.38464129326335544,0.425531914893617,0.3867499999999999,0.30631761031909505,0.3670886075949367
s0324,rib_right_6,0.8856,0,0.7049175074266685,0.7845914367230385,0.7272727272727273,0.757952380952381,0.8236181234883454,0.8199052132701422
s0324,rib_right_7,0.982,1,0.7156542899502489,0.7957313504599561,0.7961165048543689,0.775827380952381,0.8395151556224181,0.8199052132701422
s0324,rib_right_8,0.9714,1,0.6700682597096863,0.7454542860023803,0.7272727272727273,0.6973690476190475,0.7606301265353355,0.7083333333333334
s0324,rib_right_9,0.9795,1,0.5524108608761842,0.5837346102031177,0.516209476309227,0.5518809523809522,0.55768539006361,0.5051546391752577
s0324,sacrum,0.9021,1,0.6362523615168619,0.7032594361193432,0.5666666666666667,0.6390297619047619,0.686859238746833,0.6407766990291263
s0324,small_bowel,0.6747,0,0.5838630340259608,0.6306427426841803,0.516209476309227,0.5742916666666668,0.5924639966547418,0.5051546391752577
s0324,spinal_cord,0.929,1,0.784243879455152,0.8568183304643993,0.84,0.7659999999999998,0.8309234934676485,0.8199052132701422
s0324,spleen,0.9229,1,0.952127911745897,0.9447920703294588,0.9595959595959596,0.952625,0.9414706513745591,0.9555555555555556
s0324,sternum,0.766,0,0.15062213300167795,0.10187363993701383,0.12,0.11662499999999999,0.07353326094110868,0.01818181818181818
s0324,stomach,0.8861,0,0.7861655159065439,0.8582874969465567,0.84,0.8591666666666667,0.8988147612071146,0.8897338403041825
s0324,urinary_bladder,0.7895,0,0.6021299240714552,0.6568534534227531,0.516209476309227,0.6523750000000001,0.7048010458386673,0.6407766990291263
s0324,vertebrae_L1,0.9855,1,0.9136434915218836,0.9307967656964846,0.9304932735426009,0.9202083333333333,0.9290346586800904,0.9523809523809523
s0324,vertebrae_L2,0.979,1,0.6052839733076457,0.6612890136299122,0.516209476309227,0.6141666666666666,0.6519242009298928,0.5625
s0324,vertebrae_L3,0.9814,1,0.8499791303834299,0.9002973750451756,0.8942731277533039,0.8429166666666668,0.8890307942406601,0.8897338403041825
s0324,vertebrae_L4,0.9823,1,0.8408934994111408,0.8950756191195094,0.8942731277533039,0.8281011904761906,0.8793987187831644,0.8897338403041825
s0324,vertebrae_L5,0.9842,1,0.8848642774649988,0.9182550414772132,0.9304932735426009,0.9259166666666667,0.9313888967739806,0.9523809523809523
s0324,vertebrae_S1,0.8955,0,0.8107347130730047,0.8759812104600598,0.84,0.7950892857142857,0.8553267988353417,0.8258064516129032
s0324,vertebrae_T10,0.9843,1,0.879004149036068,0.915459380652045,0.9304932735426009,0.8694583333333336,0.9046084797014076,0.8897338403041825
s0324,vertebrae_T11,0.9836,1,0.9083848208376384,0.9286464219959439,0.9304932735426009,0.9014166666666666,0.9207485249622789,0.9236111111111112
s0324,vertebrae_T12,0.9792,1,0.8596077600286233,0.9055777543931619,0.9166666666666666,0.8556666666666668,0.8967743320245625,0.8897338403041825
s0324,vertebrae_T9,0.9583,1,0.24012207669957428,0.16569939669097394,0.21212121212121213,0.24370833333333344,0.15107275844938522,0.22857142857142856
s0249,adrenal_gland_left,0.471,0,0.08199260209879838,0.06117291215618443,0.0,0.08412499999999999,0.05884680512377283,0.0
s0249,adrenal_gland_right,0.8251,0,0.25605133346068387,0.16703946325478664,0.23300970873786409,0.22497023809523814,0.13358238980357623,0.17777777777777778
s0249,aorta,0.9695,1,0.7625282160051015,0.8408225065169687,0.8103448275862069,0.7412261904761902,0.8082159267224064,0.77
s0249,autochthon_left,0.9217,1,0.8696265804692429,0.9134149483983582,0.9251101321585903,0.8152083333333334,0.8713028948693372,0.8478260869565217
s0249,autochthon_right,0.9209,1,0.8641638145140749,0.910583585052626,0.9251101321585903,0.7999583333333333,0.8599419413216196,0.8426966292134831
s0249,colon,0.9165,1,0.5905312441135492,0.6349486389935376,0.5917602996254682,0.5761845238095238,0.5940880929642406,0.6074498567335244
s0249,costal_cartilages,0.842,0,0.09303332978908987,0.06539858545977156,0.04,0.11458333333333331,0.07063374206455586,0.0
s0249,esophagus,0.9319,1,0.5522919285516399,0.5760392013765427,0.5917602996254682,0.5886250000000001,0.6131585359466418,0.6074498567335244
s0249,heart,0.925,1,0.8354822848413257,0.8943097669608512,0.8798076923076923,0.7982202380952381,0.8585951342435528,0.8426966292134831
s0249,iliopsoas_left,0.8084,0,0.041195350045366376,0.047678651726040674,0.0,0.04437499999999999,0.04622611487404782,0.0
s0249,iliopsoas_right,0.6296,0,0.05863875924736481,0.05306266787134146,0.0,0.060083333333333336,0.050872310254070074,0.0
s0249,inferior_vena_cava,0.9113,1,0.503534179434602,0.49790734729558084,0.5454545454545455,0.5410178571428571,0.5388086760545525,0.6074498567335244
s0249,kidney_left,0.8654,0,0.527886706802463,0.5371593252403767,0.5599999999999999,0.6053124999999998,0.6381953764487572,0.6074498567335244
s0249,kidney_right,0.6641,0,0.4266159969658406,0.3763306494736908,0.3181818181818182,0.4894861111111111,0.4564452133590746,0.5
s0249,liver,0.9731,1,0.9204999889744765,0.9361137355670418,0.9555921052631579,0.8978333333333335,0.9199729363850397,0.9276315789473685
s0249,lung_lower_lobe_left,0.9926,1,0.9769869978112494,0.9547591189260278,0.9723756906077348,0.9806666666666666,0.9513284953459713,0.9814814814814815
s0249,lung_lower_lobe_right,0.9945,1,0.9861220034501272,0.9572402445609874,1.0,0.9850416666666666,0.9526102628785933,0.9929078014184397
s0249,lung_middle_lobe_right,0.9694,1,0.8284609258256599,0.8899462102962176,0.8798076923076923,0.7597083333333334,0.8259067137390692,0.7751479289940828
s0249,lung_upper_lobe_left,0.9664,1,0.847960859728092,0.901688976748325,0.8798076923076923,0.817857142857143,0.8731942123773799,0.8478260869565217
s0249,lung_upper_lobe_right,0.1842,0,0.07068306749868268,0.05711000674189008,0.0,0.07147619047619048,0.05451508538359503,0.0
s0249,pancreas,0.643,0,0.12283804336914025,0.07819531280782255,0.04,0.1209047619047619,0.07333949627240076,0.0
s0249,portal_vein_and_splenic_vein,0.6714,0,0.17313035827329132,0.10505227975699885,0.12727272727272726,0.19524999999999995,0.113036566899562,0.09090909090909091
s0249,rib_left_10,0.9748,1,0.928458674487117,0.9391197586791542,0.9555921052631579,0.9338392857142855,0.9353964633783846,0.9538866930171278
s0249,rib_left_11,0.9697,1,0.7692405019158318,0.8465393457622966,0.8103448275862069,0.7709851190476192,0.8360532831778416,0.7751479289940828
s0249,rib_left_12,0.9089,1,0.7063576148293531,0.7861005867787995,0.7142857142857143,0.7227499999999999,0.7891926656879877,0.77
s0249,rib_left_7,0.9655,1,0.4363854719229424,0.3912513295846655,0.4623655913978496,0.42953571428571435,0.36382123818230655,0.3333333333333333
s0249,rib_left_8,0.9719,1,0.7043695602205569,0.7839336571926293,0.6842105263157895,0.7179166666666668,0.7839938739135083,0.77
s0249,rib_left_9,0.9663,1,0.7903304905521735,0.8634120911099827,0.8798076923076923,0.8417142857142857,0.8891782917975355,0.8811475409836066
s0249,rib_right_10,0.9621,1,0.8478684140155457,0.9016360364549865,0.8798076923076923,0.8616666666666667,0.9011642015423073,0.8811475409836066
s0249,rib_right_11,0.9562,1,0.852996166257278,0.9045344006131265,0.8798076923076923,0.8592708333333331,0.8997883746830194,0.8811475409836066
s0249,rib_right_12,0.9277,1,0.6474598821534958,0.7152832313698381,0.6170212765957447,0.6280654761904761,0.6711384317615687,0.6074498567335244
s0249,rib_right_7,0.9426,1,0.4632543711255036,0.43327030713363546,0.4623655913978496,0.474827380952381,0.4332524817258429,0.5
s0249,rib_right_8,0.9765,1,0.6913157612279721,0.7693119192953936,0.6666666666666666,0.6705833333333332,0.7282551667436008,0.6822429906542056
s0249,rib_right_9,0.9681,1,0.7417444048470209,0.8220248918168729,0.7927927927927928,0.7699285714285717,0.8351231869582474,0.7751479289940828
s0249,spinal_cord,0.9388,1,0.6761727428344093,0.7514998849445723,0.6666666666666666,0.6376904761904761,0.6846046093445963,0.6428571428571429
s0249,spleen,0.9689,1,0.8328580080145302,0.89269700357399,0.8798076923076923,0.8581547619047619,0.8991416689971101,0.8811475409836066
s0249,sternum,0.378,0,0.20599381562072827,0.12674435927555605,0.12727272727272726,0.17644642857142856,0.10150770044729931,0.09090909090909091
s0249,stomach,0.9125,1,0.8687951853103641,0.9129893312980437,0.9251101321585903,0.870994047619048,0.9063614803987763,0.8811475409836066
s0249,vertebrae_L1,0.9652,1,0.8743418483967653,0.9157933600443771,0.9251101321585903,0.9004285714285711,0.921188761585598,0.9276315789473685
s0249,vertebrae_T10,0.9797,1,0.4930958498553936,0.48106222565394335,0.5454545454545455,0.44744444444444453,0.3907740012605722,0.43478260869565216
s0249,vertebrae_T11,0.9819,1,0.9438695962621453,0.9445678024898502,0.9555921052631579,0.9489484126984127,0.9410062805682987,0.9538866930171278
s0249,vertebrae_T12,0.9825,1,0.9144568487093017,0.933739438049165,0.9555921052631579,0.9028333333333333,0.9223002509561178,0.9276315789473685
s0216,aorta,0.9505,1,0.42222177807458827,0.3830318248176932,0.425531914893617,0.47671428571428565,0.43885741516297394,0.4409448818897638
s0216,autochthon_left,0.9731,1,0.8583289858177535,0.904891172642393,0.9166666666666666,0.8933333333333333,0.9169190065940078,0.9236111111111112
s0216,autochthon_right,0.9766,1,0.9019619642951912,0.9259364043744439,0.9304932735426009,0.9430654761904763,0.9380327063771651,0.9555555555555556
s0216,colon,0.9024,1,0.3817653865695464,0.3252152707346546,0.35365853658536583,0.3408809523809524,0.24809051477591784,0.2605633802816901
s0216,duodenum,0.7203,0,0.1737158463615595,0.11587981434778237,0.12,0.2321666666666666,0.1419067894603402,0.12359550561797752
s0216,femur_left,0.9872,1,0.7893316215205303,0.860680638228824,0.84,0.8140059523809526,0.8695736012730088,0.8258064516129032
s0216,femur_right,0.9852,1,0.7825531513558819,0.855515231524563,0.84,0.7959642857142856,0.856013369866183,0.8258064516129032
s0216,gluteus_maximus_left,0.9757,1,0.9469611078166079,0.9430808656171488,0.9595959595959596,0.9567142857142857,0.9428860089664811,0.9555555555555556
s0216,gluteus_maximus_right,0.9791,1,0.9266091515519135,0.9358446718127476,0.9595959595959596,0.9605476190476192,0.9441835257924361,0.9555555555555556
s0216,gluteus_medius_left,0.9695,1,0.9083757181213125,0.9286426468272516,0.9304932735426009,0.9032083333333334,0.9215752122127598,0.9236111111111112
s0216,gluteus_medius_right,0.9634,1,0.8728464192287269,0.9124284975808991,0.9304932735426009,0.882625,0.9115869515930235,0.9236111111111112
s0216,gluteus_minimus_left,0.9463,1,0.6442453592729386,0.7135919831006414,0.7272727272727273,0.6706845238095239,0.7284150855016851,0.7066666666666667
s0216,gluteus_minimus_right,0.9335,1,0.5258636131074252,0.5428869734112987,0.516209476309227,0.5441250000000001,0.5454977598209386,0.5051546391752577
s0216,hip_left,0.9832,1,0.912693165710742,0.9304126559456819,0.9304932735426009,0.9090178571428572,0.9242017619487465,0.9236111111111112
s0216,hip_right,0.9822,1,0.8811644692543981,0.9164999520375958,0.9304932735426009,0.8941666666666667,0.9173214531372623,0.9236111111111112
s0216,iliac_artery_left,0.9246,1,0.6542001576227938,0.7261544869048789,0.7272727272727273,0.6448184523809525,0.6947148508223996,0.6407766990291263
s0216,iliac_artery_right,0.8953,0,0.5026552503839001,0.5066783000155386,0.516209476309227,0.49728571428571405,0.4712569298766333,0.5051546391752577
s0216,iliac_vena_left,0.8359,0,0.4097037203468711,0.36469427558956297,0.425531914893617,0.3348482142857142,0.24100975686945242,0.2605633802816901
s0216,iliac_vena_right,0.8112,0,0.3774033238146368,0.31925285305516904,0.35365853658536583,0.4252083333333333,0.3605344269988637,0.4409448818897638
s0216,iliopsoas_left,0.9594,1,0.920243382380646,0.933410645650422,0.95,0.9327083333333335,0.9340956026504843,0.9523809523809523
s0216,iliopsoas_right,0.9614,1,0.8910157909426881,0.9210988757074619,0.9304932735426009,0.8714583333333333,0.9056993744978219,0.8897338403041825
s0216,inferior_vena_cava,0.5574,0,0.3654524933150831,0.30322130286658294,0.32075471698113206,0.46635317460317455,0.42271688758654785,0.4409448818897638
s0216,kidney_right,0.9682,1,0.32389028600229425,0.2512168326164284,0.32075471698113206,0.32516666666666666,0.22993760483573794,0.2605633802816901
s0216,liver,0.9868,1,0.5989210304936724,0.6523124935223422,0.516209476309227,0.5784642857142857,0.5988490340424955,0.5051546391752577
s0216,sacrum,0.9328,1,0.5481070915189946,0.57717500534766,0.516209476309227,0.5061607142857143,0.4853263253379951,0.5051546391752577
s0216,small_bowel,0.8901,0,0.6498188697015327,0.720667937102661,0.7272727272727273,0.7044761904761906,0.7687546749945209,0.7083333333333334
s0216,spinal_cord,0.9516,1,0.779276166363101,0.8529614965519425,0.84,0.8196666666666665,0.873598711055758,0.8258064516129032
s0216,stomach,0.0,0,0.08454447189780412,0.06977556148979228,0.041874796871588106,0.07629166666666666,0.05787243174531668,0.0
s0216,urinary_bladder,0.8861,0,0.7036865814967525,0.7832865339910094,0.7272727272727273,0.752531746031746,0.8185590659811922,0.8199052132701422
s0216,vertebrae_L2,0.9879,1,0.5000663034499175,0.502627770778735,0.516209476309227,0.4632321428571429,0.4178854897002462,0.4409448818897638
s0216,vertebrae_L3,0.9903,1,0.9062907831455637,0.927773089372417,0.9304932735426009,0.9046448412698411,0.9222323202289862,0.9236111111111112
s0216,vertebrae_L4,0.9908,1,0.9014120628745758,0.9257000323436753,0.9304932735426009,0.9051309523809524,0.9224535400921429,0.9236111111111112
s0216,vertebrae_L5,0.9785,1,0.9494039033153441,0.9438960248448748,0.9595959595959596,0.943125,0.9380546857200631,0.9555555555555556
s0216,vertebrae_S1,0.9401,1,0.816823459121434,0.8800622289216462,0.8942731277533039,0.8036249999999999,0.8619091610449298,0.8258064516129032
s0123,adrenal_gland_left,0.9272,1,0.3568846408990738,0.29027284844656953,0.29357798165137616,0.34539285714285706,0.25643884593352373,0.3315508021390374
s0123,adrenal_gland_right,0.9051,1,0.32733379214645125,0.25337039594723854,0.29357798165137616,0.33330952380952383,0.24197858311812212,0.3315508021390374
s0123,aorta,0.9835,1,0.939358477359296,0.9418668853246319,0.9736842105263158,0.925919642857143,0.9339670370171453,0.9638157894736842
s0123,atrial_appendage_left,0.9125,1,0.5163013958035937,0.5281936656290721,0.5228215767634854,0.5609345238095238,0.5779442996833846,0.5757575757575758
s0123,autochthon_left,0.955,1,0.9266153440089606,0.9372996894979495,0.9584415584415584,0.9640297619047619,0.9475038831873775,0.9714285714285714
s0123,autochthon_right,0.9512,1,0.9507487983852119,0.9456832635062495,0.9736842105263158,0.9427916666666667,0.9403200266582414,0.9638157894736842
s0123,brachiocephalic_trunk,0.9324,1,0.6386638565141086,0.7080216814278186,0.6541666666666667,0.6922023809523807,0.7602608214586121,0.6614173228346457
s0123,brachiocephalic_vein_left,0.9148,1,0.6735285573614316,0.7513859160694741,0.6541666666666667,0.6626309523809525,0.7241078764147417,0.6614173228346457
s0123,brachiocephalic_vein_right,0.6111,0,0.3994882589843016,0.3486555558319641,0.40540540540540543,0.43344047619047626,0.377238241558393,0.44
s0123,clavicula_left,0.9568,1,0.9354344580083209,0.9404948035575891,0.9584415584415584,0.9598809523809523,0.9461679125926148,0.9714285714285714
s0123,clavicula_right,0.9625,1,0.9168387964725673,0.9335709960609805,0.9584415584415584,0.9383750000000001,0.9387145330080954,0.9638157894736842
s0123,colon,0.8929,0,0.4000711664000594,0.3494921676496458,0.40540540540540543,0.42824999999999996,0.36946968701709515,0.44
s0123,common_carotid_artery_left,0.8749,0,0.6485727159999893,0.720790139615598,0.6541666666666667,0.7228749999999998,0.794184268346265,0.7612903225806451
s0123,common_carotid_artery_right,0.9192,1,0.4690457211473108,0.45373388268203596,0.45,0.4977053571428572,0.47747512479383314,0.5
s0123,costal_cartilages,0.8923,0,0.11781902205177061,0.08285953089167364,0.125,0.15118452380952382,0.09054616185780034,0.1
s0123,duodenum,0.7075,0,0.34720196892246685,0.2778363054608336,0.29357798165137616,0.3589523809523809,0.27332546532474694,0.3315508021390374
s0123,esophagus,0.9411,1,0.6175083883166045,0.6796506838821151,0.6541666666666667,0.7786250000000001,0.8464451975799737,0.795774647887324
s0123,gallbladder,0.8921,0,0.7301517283161141,0.8120944210090498,0.7549019607843137,0.6553035714285714,0.7146455188730645,0.6614173228346457
s0123,heart,0.9312,1,0.9238212087772546,0.9362544288017437,0.9584415584415584,0.9645833333333336,0.9476797547078867,0.9714285714285714
s0123,humerus_left,0.9652,1,0.9054165749929969,0.9289542163633773,0.9584415584415584,0.9065416666666667,0.9258978176472736,0.9532374100719424
s0123,humerus_right,0.9309,1,0.8952672828357144,0.9246050993897611,0.9523809523809523,0.9024583333333333,0.9240854570201873,0.9532374100719424
s0123,iliopsoas_left,0.7845,0,0.055497017797339974,0.05744480382277777,0.0,0.0685,0.05541222392041901,0.0
s0123,iliopsoas_right,0.7916,0,0.031804684841606125,0.0498584864129167,0.0,0.06396428571428571,0.05391288922533057,0.0
s0123,inferior_vena_cava,0.9062,1,0.38346656160900544,0.32603906613232864,0.38271604938271603,0.4721666666666666,0.4369521011334797,0.4880952380952381
s0123,kidney_left,0.9625,1,0.46581494890565756,0.44868072977059176,0.45,0.4949285714285714,0.47304499165468966,0.5
s0123,kidney_right,0.9777,1,0.7507016267783442,0.8311051741758375,0.7619047619047619,0.7831874999999999,0.850200690084285,0.795774647887324
s0123,liver,0.9851,1,0.9862163861272992,0.9561066153189571,0.9801762114537445,0.991875,0.9556902148125946,0.9770491803278688
s0123,lung_lower_lobe_left,0.987,1,0.9883250123968658,0.9566621917658785,0.9801762114537445,0.9945833333333333,0.956418153009582,0.9770491803278688
s0123,lung_lower_lobe_right,0.9903,1,0.9811746575512009,0.9547505593720678,0.9801762114537445,0.9428333333333333,0.9403349836391707,0.9638157894736842
s0123,lung_middle_lobe_right,0.9603,1,0.9814220200378885,0.9548180127876111,0.9801762114537445,0.9933928571428571,0.9560995967411994,0.9770491803278688
s0123,lung_upper_lobe_left,0.9933,1,0.9936974170944787,0.9580475122237093,0.9801762114537445,0.9975,0.9571893168692417,1.0
s0123,lung_upper_lobe_right,0.9861,1,1.0,0.959618723318908,1.0,0.9947916666666667,0.9564736730641706,0.9770491803278688
s0123,pancreas,0.9157,1,0.46260875510478683,0.4436764690447977,0.45,0.5821547619047618,0.6106615909422405,0.5757575757575758
s0123,portal_vein_and_splenic_vein,0.8207,0,0.18812991933639778,0.12346747185726482,0.125,0.2403988095238095,0.1497902435840216,0.1
s0123,pulmonary_vein,0.8974,0,0.44542863182972253,0.4170798804085011,0.40540540540540543,0.49758333333333327,0.4772803662627208,0.5
s0123,rib_left_1,0.9281,1,0.7721857184117147,0.8493080308484682,0.803921568627451,0.7916041666666667,0.8569297948944435,0.795774647887324
s0123,rib_left_10,0.9207,1,0.8942055804279727,0.9241362715711399,0.9523809523809523,0.9177083333333335,0.9306525259346297,0.9532374100719424
s0123,rib_left_11,0.967,1,0.7732757442726154,0.8501870993515785,0.803921568627451,0.8307380952380952,0.8849714453155356,0.8421052631578947
s0123,rib_left_12,0.9223,1,0.6195992305273927,0.6825192896073524,0.6541666666666667,0.7218333333333333,0.7930928755335388,0.7612903225806451
s0123,rib_left_2,0.9697,1,0.8909523737398912,0.9226830104476205,0.9411764705882353,0.9080892857142855,0.9265742572210965,0.9532374100719424
s0123,rib_left_3,0.9717,1,0.9451914673817302,0.9438516915102727,0.9736842105263158,0.9632291666666668,0.9472485433272845,0.9714285714285714
s0123,rib_left_4,0.9664,1,0.9784047566084948,0.9539886541545324,0.9801762114537445,0.98125,0.9527210128748825,0.9770491803278688
s0123,rib_left_5,0.9565,1,0.9364907257634567,0.940867096450884,0.9584415584415584,0.9556666666666668,0.9447780739797275,0.9714285714285714
s0123,rib_left_6,0.9575,1,0.9180877638225889,0.9340585767544611,0.9584415584415584,0.9460416666666667,0.9414761819712165,0.9638157894736842
s0123,rib_left_7,0.9745,1,0.9320167346783714,0.9392750942438325,0.9584415584415584,0.9504166666666669,0.9429993945471578,0.9638157894736842
s0123,rib_left_8,0.9653,1,0.9055951056070929,0.9290286057148157,0.9584415584415584,0.9145416666666665,0.9293336225941242,0.9532374100719424
s0123,rib_left_9,0.9407,1,0.9311613491941054,0.9389661870735606,0.9584415584415584,0.9377083333333333,0.9384687146392532,0.9638157894736842
s0123,rib_right_1,0.9337,1,0.7724941241803326,0.8495571790754546,0.803921568627451,0.7864434523809523,0.8528342251062555,0.795774647887324
s0123,rib_right_10,0.9755,1,0.9115918949057948,0.9314858857770676,0.9584415584415584,0.9357916666666668,0.9377568458207721,0.9638157894736842
