subject,organ,iou,q10,q50,q90,width,inside80
s0032,inferior_vena_cava,0.6889,0.8701462641790334,0.9133815679815732,0.9493307970263771,0.07918453284734372,0
s0032,kidney_left,0.9636,0.8415055039058038,0.9442049639334675,0.962583966959795,0.12107846305399117,0
s0032,kidney_right,0.0,0.048798658293477695,0.26748603586051484,0.8240017509448578,0.7752030926513801,0
s0032,liver,0.907,0.9171361402284843,0.9306930096640427,0.9653505909520315,0.04821445072354713,0
s0032,lung_lower_lobe_left,0.8157,0.8205528392749958,0.9232335458382871,0.9618746185668003,0.14132177929180456,0
s0032,lung_lower_lobe_right,0.3701,0.7140647352816434,0.8863914592390163,0.9643282683713396,0.2502635330896962,0
s0032,lung_middle_lobe_right,0.5013,0.8376986673864006,0.8808215207943639,0.9531186600337005,0.11541999264729985,0
s0032,lung_upper_lobe_left,0.9073,0.8234089554638929,0.9117320388357841,0.966686246206524,0.14327729074263107,1
s0032,lung_upper_lobe_right,0.8549,0.9384936615074688,0.9476018915941987,0.9699562422517016,0.031462580744232804,0
s0032,pancreas,0.8333,0.2999085555188825,0.2598762713977247,0.7857491196776921,0.4858405641588096,0
s0032,pulmonary_vein,0.8147,0.8246603557018467,0.7551194979446495,0.9184117606758139,0.09375140497396717,0
s0032,rib_left_1,0.8873,0.8280901496872224,0.9199724659203476,0.9678317668202796,0.13974161713305722,1
s0032,rib_left_10,0.95,0.919913226349023,0.9590187700499283,0.9734952453310942,0.05358201898207127,1
s0032,rib_left_11,0.963,0.8616615718074396,0.9621975331882526,0.9729015383418295,0.11123996653438983,1
s0032,rib_left_12,0.9035,0.6923264582808658,0.8793254461107096,0.9462172203638506,0.2538907620829848,1
s0032,rib_left_2,0.9004,0.7089735508013116,0.717188225536772,0.9099683397629645,0.2009947889616529,1
s0032,rib_left_3,0.9453,0.9511717493978262,0.9682415711577418,0.9746870193291138,0.023515269931287608,0
s0032,rib_left_4,0.9698,0.954756926265062,0.9687975190561788,0.974425375695739,0.019668449430676915,1
s0032,rib_left_5,0.9746,0.9558263342729715,0.9752658113326588,0.9782530726335793,0.022426738360607823,1
s0032,rib_left_6,0.9675,0.9515422017178694,0.9722684768423365,0.9777310425705315,0.026188840852662043,1
s0032,rib_left_7,0.9595,0.9013288071356026,0.9717512875177604,0.9764393986501787,0.07511059151457611,1
s0032,rib_left_8,0.9558,0.8910142001445865,0.964292947147757,0.970663093873276,0.07964889372868944,1
s0032,rib_left_9,0.9701,0.8938082979189066,0.9587235299031553,0.9700567682431372,0.07624847032423065,0
s0032,rib_right_1,0.8564,0.9129356975805335,0.9119897970575307,0.9675649027874617,0.054629205206928155,0
s0032,rib_right_10,0.9367,0.8114807223649206,0.9606826047995048,0.9726745681111783,0.1611938457462576,1
s0032,rib_right_11,0.904,0.958463229609883,0.9699090983262848,0.9750704587953394,0.01660722918545643,0
s0032,rib_right_12,0.9113,0.9250407629765257,0.9659489519538227,0.9635763034541729,0.03853554047764718,0
s0032,rib_right_2,0.9554,0.9512033869766902,0.9653598524086723,0.9741510851228874,0.022947698146197237,1
s0032,rib_right_3,0.968,0.9471563996808576,0.9621666799410765,0.974236322339223,0.02707992265836534,1
s0032,rib_right_4,0.9661,0.9088187695403344,0.9631193419287677,0.9752125839831906,0.06639381444285619,1
s0032,rib_right_5,0.9625,0.9226584834646836,0.9677382343886317,0.9742852242634208,0.05162674079873719,1
s0032,rib_right_6,0.9674,0.9357021114781107,0.9712024952630329,0.9751800996187442,0.039477988140633524,1
s0032,rib_right_7,0.9704,0.9591172878280989,0.9703443693105744,0.9752455838258329,0.01612829599773402,1
s0032,rib_right_8,0.972,0.9687403074478727,0.9702193150118742,0.9747517501833645,0.006011442735491812,1
s0032,rib_right_9,0.9722,0.932745761850952,0.9675300908947365,0.9756932913064528,0.04294752945550073,1
s0032,scapula_left,0.9436,0.9608907036135507,0.9616476831892162,0.9707511981576742,0.009860494544123521,0
s0032,scapula_right,0.9294,0.9510879115609255,0.9503492611291499,0.9678656926386537,0.016777781077728204,0
s0032,skull,0.9697,0.8902903742370986,0.9503955634180753,0.9597021664405355,0.06941179220343696,0
s0032,spinal_cord,0.9106,0.9334123510260641,0.9272937804376762,0.9442815946527912,0.010869243626727032,0
s0032,spleen,0.8031,0.9457660765967668,0.9540790889133012,0.9694389940906317,0.02367291749386491,0
s0032,sternum,0.9223,0.9053136635054498,0.9422577617171186,0.9607365054512211,0.055422841945771295,1
s0032,stomach,0.7727,0.8635309549851884,0.912671275326597,0.9510951420059078,0.08756418702071944,0
s0032,subclavian_artery_left,0.9155,0.8944794338871038,0.9343184158187081,0.9608294652512861,0.06635003136418227,1
s0032,subclavian_artery_right,0.9037,0.8961946017377789,0.9321280697351523,0.9561822142903708,0.059987612552591885,1
s0032,superior_vena_cava,0.9001,0.8051460258739795,0.8947010051826141,0.9494508999196564,0.14430487404567682,1
s0032,thyroid_gland,0.7381,0.8026129569658348,0.8196029852519461,0.9051925425241522,0.10257958555831737,0
s0032,trachea,0.9689,0.9158949960954399,0.9587504344414284,0.9629755047328974,0.0470805086374575,0
s0032,vertebrae_C4,0.9231,0.40461081237082175,0.8008437547052255,0.8657335877855229,0.46112277541470115,0
s0032,vertebrae_C5,0.8818,0.8414787535884708,0.9312075378477811,0.9490410646006169,0.10756231101214608,1
s0032,vertebrae_C6,0.9317,0.9507057986491906,0.9426077401942954,0.9703683215995043,0.019662522950313677,0
s0032,vertebrae_C7,0.9465,0.9287479290718837,0.957179241104261,0.9664975955713017,0.03774966649941791,1
s0032,vertebrae_L1,0.9817,0.9270147677771532,0.9738682680406138,0.9828955337474571,0.05588076597030389,1
s0032,vertebrae_T1,0.9696,0.9595310485861224,0.9626446518990244,0.9765859575834673,0.017054908997344964,1
s0032,vertebrae_T10,0.9791,0.9736997939532049,0.9741135342134326,0.9819848715748742,0.008285077621669301,1
s0032,vertebrae_T11,0.9842,0.9323356391488116,0.9697653994120207,0.9822660907974434,0.04993045164863186,0
s0032,vertebrae_T12,0.9817,0.9671318576045241,0.969958048982496,0.984212730844068,0.01708087323954388,1
s0032,vertebrae_T2,0.9681,0.9205314453084823,0.961468792357596,0.9760473358989782,0.05551589059049589,1
s0032,vertebrae_T3,0.9776,0.9237482479880685,0.9613140030554714,0.9763802093978198,0.05263196140975124,0
s0032,vertebrae_T4,0.9756,0.9503325768221706,0.9622044106670958,0.977191728639845,0.026859151817674398,1
s0032,vertebrae_T5,0.9765,0.956974252125703,0.9676300403284022,0.9759876983744242,0.019013446248721255,0
s0032,vertebrae_T6,0.9777,0.9465653373566937,0.9691105618645333,0.9775750604331824,0.03100972307648875,0
s0032,vertebrae_T7,0.9765,0.9596538193882268,0.9695261666455158,0.9798747515228315,0.02022093213460474,1
s0032,vertebrae_T8,0.9785,0.9692548657581747,0.9717266964240574,0.980009934257723,0.010755068499548326,1
s0032,vertebrae_T9,0.9798,0.9806097971221261,0.9751068297355902,0.9835074514741876,0.002897654352061463,0
s0095,adrenal_gland_left,0.8539,0.8092038072907363,0.90202255600214,0.9441491678674595,0.13494536057672324,1
s0095,adrenal_gland_right,0.7976,0.8098059708934942,0.855598730865202,0.9209125877665404,0.11110661687304624,0
s0095,aorta,0.9788,0.9601921215749927,0.971068389021725,0.9826531138893467,0.022460992314354056,1
s0095,atrial_appendage_left,0.9343,0.8348947485421638,0.928012984126095,0.9529460509269966,0.11805130238483275,1
s0095,autochthon_left,0.9535,0.865188232916831,0.9483357908907017,0.9669437749652873,0.10175554204845627,1
s0095,autochthon_right,0.9414,0.8776308185337094,0.9559067565508811,0.9674898606591789,0.08985904212546947,1
s0095,brachiocephalic_trunk,0.9301,0.8731569836084637,0.9268700324176713,0.9500117822169349,0.07685479860847122,1
s0095,brachiocephalic_vein_left,0.9539,0.8378517556198023,0.8932798498589132,0.9392566912242141,0.10140493560441177,0
s0095,brachiocephalic_vein_right,0.8915,0.8355371086064355,0.9044054869140465,0.9380451482342528,0.1025080396278173,1
s0095,clavicula_left,0.9712,0.8381454161871584,0.9647617414057815,0.9770643368329691,0.13891892064581068,1
s0095,clavicula_right,0.9638,0.8302267924484418,0.9555338845096095,0.9694164556678732,0.13918966321943138,1
s0095,colon,0.8942,0.8544218841264868,0.9356524061139178,0.9573728219927424,0.10295093786625564,1
s0095,common_carotid_artery_left,0.8212,0.6945611859423649,0.823489911747868,0.9086175631843438,0.2140563772419789,1
s0095,common_carotid_artery_right,0.907,0.8863723975691814,0.9447757257262581,0.9492467067667834,0.06287430919760195,1
s0095,costal_cartilages,0.8197,0.812161528970191,0.8672306685326623,0.891110915995408,0.07894938702521703,1
s0095,duodenum,0.7673,0.8750954632676885,0.896609038570256,0.9435544331691476,0.06845896990145905,0
s0095,esophagus,0.9224,0.856567141828788,0.9232788935278073,0.947193294721444,0.09062615289265596,1
s0095,femur_left,0.9821,0.9794276358518694,0.9720246732909181,0.9866991229132844,0.007271487061415005,1
s0095,femur_right,0.9612,0.9608632936788883,0.9652360696034935,0.9807958783095436,0.01993258463065528,1
s0095,gallbladder,0.4064,0.7891010515798226,0.8961334833220392,0.9436985872308011,0.15459753565097856,0
s0095,gluteus_maximus_left,0.9541,0.8005736415439004,0.9488836955172586,0.9679558057005611,0.16738216415666063,1
s0095,gluteus_maximus_right,0.9393,0.8055529670782622,0.9521750160853469,0.9700158987496582,0.16446293167139603,1
s0095,gluteus_medius_left,0.9401,0.865329112219533,0.9545382676317993,0.96564834559868,0.10031923337914694,1
s0095,gluteus_medius_right,0.9194,0.8723407393440721,0.9455163426721259,0.9646653005305625,0.09232456118649046,1
s0095,gluteus_minimus_left,0.94,0.7915633497749915,0.9340389902053063,0.9544812995146035,0.16291794973961193,1
s0095,gluteus_minimus_right,0.9348,0.8407387923279219,0.9489543394221558,0.9570462508682266,0.11630745854030466,1
s0095,heart,0.9307,0.9183179761168254,0.9360370823896892,0.9639106170857556,0.04559264096893023,1
s0095,hip_left,0.9725,0.9691022084790855,0.9768872752077807,0.9793107965945279,0.010208588115442452,1
s0095,hip_right,0.9753,0.9689719070682101,0.9773227283219018,0.9804314527521081,0.011459545683897954,1
s0095,humerus_left,0.9515,0.9038112835592221,0.8936142628929418,0.9690380536419778,0.06522677008275568,1
s0095,humerus_right,0.9233,0.8256464425943866,0.9291263014503197,0.9640414378890791,0.13839499529469257,1
s0095,iliac_artery_left,0.9206,0.899089167711092,0.9372496899707965,0.9612806846356513,0.062191516924559265,1
s0095,iliac_artery_right,0.9353,0.8870486581552416,0.9338193387593184,0.9638242456055505,0.07677558745030888,1
s0095,iliac_vena_left,0.9031,0.8295966437038326,0.9139923812695195,0.9390299749906807,0.10943333128684818,1
s0095,iliac_vena_right,0.9168,0.8871679696814586,0.904357730311187,0.938074713655915,0.05090674397445638,1
s0095,iliopsoas_left,0.9511,0.937284390713875,0.9594485825388185,0.9672463260560641,0.02996193534218905,1
s0095,iliopsoas_right,0.9561,0.9466112335270855,0.9598009645083198,0.9675411633405278,0.020929929813442216,1
s0095,inferior_vena_cava,0.8334,0.8826200142652028,0.9158938337432974,0.951496257280917,0.06887624301571427,0
s0095,kidney_left,0.9573,0.9333528304985882,0.9618818651031804,0.9767959380510258,0.04344310755243763,1
s0095,kidney_right,0.9761,0.9246475158492234,0.9604213281147874,0.9760987579573555,0.05145124210813201,0
s0095,liver,0.9629,0.96844916011141,0.9798578080260109,0.9828239480056091,0.014374787894199104,0
s0095,lung_lower_lobe_left,0.9711,0.924687711229357,0.9818626854354137,0.9868114644793031,0.06212375324994612,1
s0095,lung_lower_lobe_right,0.9792,0.89907554980113,0.9755263500610433,0.9838474099930904,0.08477186019196037,1
s0095,lung_middle_lobe_right,0.9493,0.9573476951141426,0.9736215438969003,0.9835358833946497,0.026188188280507063,0
s0095,lung_upper_lobe_left,0.9909,0.9825347832234208,0.9890294989813158,0.9914945837546819,0.008959800531261108,1
s0095,lung_upper_lobe_right,0.9851,0.9881149944212653,0.989915736447633,0.9899540292817309,0.0018390348604656603,0
s0095,pancreas,0.8742,0.800643137850272,0.893953145363554,0.9449413757054602,0.14429823785518825,1
s0095,portal_vein_and_splenic_vein,0.7385,0.7673614139752526,0.7970889065464994,0.9083797206856855,0.14101830671043292,0
s0095,prostate,0.8152,0.8282176092096728,0.8363597173370525,0.9466361493004156,0.11841854009074282,0
s0095,pulmonary_vein,0.9243,0.8475097145548421,0.9317709413676781,0.9293276510817183,0.08181793652687619,1
s0095,rib_left_1,0.9183,0.9113610365297781,0.920310262873639,0.9612745934564504,0.04991355692667232,1
s0095,rib_left_10,0.9372,0.789819877971737,0.9436554937605053,0.959585182572731,0.16976530460099393,1
s0095,rib_left_11,0.6096,0.4191405221624638,0.6302543771840939,0.9015074043935635,0.4823668822310997,1
s0095,rib_left_12,0.6074,0.4377935238881518,0.8880754546569418,0.9346139850497971,0.4968204611616453,1
s0095,rib_left_2,0.9442,0.9517285127000198,0.9570999714705899,0.9729802105844417,0.02125169788442194,0
s0095,rib_left_3,0.925,0.8571518097423989,0.9033515787779671,0.9474999737214371,0.09034816397903822,1
s0095,rib_left_4,0.9479,0.8297367798524207,0.9060748148550319,0.9564617492045069,0.12672496935208621,1
s0095,rib_left_5,0.9457,0.7401933823892926,0.8667486737367442,0.9390055893406903,0.19881220695139779,0
s0095,rib_left_6,0.9431,0.893907184050911,0.938368671289467,0.959079439586373,0.06517225553546202,1
s0095,rib_left_7,0.9477,0.9624792033762279,0.9676569622798643,0.974735903085016,0.012256699708788066,0
s0095,rib_left_8,0.9371,0.6109823048442216,0.663010497606376,0.9208643170293659,0.30988201218514433,0
s0095,rib_left_9,0.9185,0.648288114176036,0.8982639727608392,0.9494383201415272,0.30115020596549114,1
s0095,rib_right_1,0.9274,0.9223404910388296,0.9533902252427362,0.9678092747411142,0.045468783702284576,1
s0095,rib_right_10,0.0034,0.6425023043031342,0.8691654185671422,0.9526337879487691,0.3101314836456349,0
s0095,rib_right_11,0.0,0.3355472461330487,0.6382441105062115,0.8878047116919969,0.5522574655589483,0
s0095,rib_right_12,0.0699,0.15389903196897678,0.591308395299512,0.8778250054160731,0.7239259734470963,0
s0095,rib_right_2,0.925,0.9114456463743741,0.9500702840855705,0.9648362316820914,0.05339058530771734,1
s0095,rib_right_3,0.8899,0.829990997162039,0.8926748824273887,0.9480021113349377,0.11801111417289878,1
s0095,rib_right_4,0.9155,0.7881619669100086,0.8615954925035849,0.9273013688362047,0.13913940192619612,1
s0095,rib_right_5,0.8196,0.6667180335663923,0.7940201685926062,0.9069850359874098,0.2402670024210175,1
s0095,rib_right_6,0.6027,0.4433289219270919,0.7057919733696768,0.9143216561584341,0.4709927342313422,1
s0095,rib_right_7,0.4865,0.4472062134903108,0.6055594790093044,0.9047257830926839,0.4575195696023731,1
s0095,rib_right_8,0.3716,0.451455057329782,0.6098132088963752,0.8810199498465546,0.42956489251677266,0
s0095,rib_right_9,0.1757,0.38802731132341844,0.6218829557202001,0.8825770626760331,0.49454975135261464,0
s0095,sacrum,0.9076,0.852468147709491,0.8601710309487143,0.9545490639692082,0.10208091625971727,1
s0095,scapula_left,0.9045,0.9464895822271999,0.9430098767954301,0.9725744218471251,0.026084839619925138,0
s0095,scapula_right,0.8931,0.9479542159327989,0.9557283737136278,0.9751015174838281,0.02714730155102918,0
s0095,skull,0.9564,0.9280806585901102,0.9442137235194127,0.9686808791543362,0.040600220564225964,1
s0095,small_bowel,0.9178,0.8443378520200315,0.9236060044267185,0.954722825454264,0.11038497343423248,1
s0095,spinal_cord,0.9273,0.902955536216134,0.9337540993577924,0.9480875093799804,0.04513197316384643,1
s0095,spleen,0.9133,0.9179499742288216,0.9562668916634413,0.9747580083467255,0.056808034117903916,0
s0095,sternum,0.9208,0.940054205256859,0.9334623430950812,0.9522303554370465,0.012176150180187473,0
s0095,stomach,0.9482,0.8517016501628457,0.9497931280487245,0.9659931370796918,0.1142914869168461,1
s0095,subclavian_artery_left,0.931,0.8973967589560636,0.9303993953983912,0.9547602098756279,0.057363450919564296,1
s0095,subclavian_artery_right,0.9338,0.9102521035485683,0.9456843444584598,0.9574805837568646,0.047228480208296286,1
s0095,superior_vena_cava,0.9694,0.8565654885100004,0.9395796720683964,0.9647188065849605,0.10815331807496009,0
s0095,thyroid_gland,0.8499,0.8278260076152654,0.9082716472301053,0.9095235204704858,0.08169751285522042,1
s0095,trachea,0.9636,0.9309596164425672,0.9455180445975021,0.9644153410798054,0.03345572463723823,1
s0095,urinary_bladder,0.9488,0.7552165074269847,0.9388143760848852,0.9630183964343162,0.20780188900733154,1
s0095,vertebrae_C7,0.8975,0.8740979671974484,0.9594522254796027,0.9725846850084795,0.09848671781103113,1
s0095,vertebrae_L1,0.0825,0.2460116621268918,0.5291476771237471,0.9026724715532163,0.6566608094263244,0
s0095,vertebrae_L2,0.4368,0.9354221432577934,0.9632593956892147,0.9792702579452185,0.04384811468742511,0
s0095,vertebrae_L3,0.7681,0.9365226204333964,0.9707445369253371,0.9799017580910568,0.04337913765766044,0
s0095,vertebrae_L4,0.9655,0.9589591681377907,0.9726066495363607,0.9827351185192597,0.023775950381468958,1
s0095,vertebrae_L5,0.9576,0.9452674673193963,0.967791736452004,0.9812469322692775,0.035979464949881246,1
s0095,vertebrae_S1,0.8994,0.955136888852681,0.9693073585613458,0.9836598525919498,0.02852296373926877,0
s0095,vertebrae_T1,0.9399,0.9589520050714273,0.9884086522046541,0.9811713881405975,0.02221938306917015,0
s0095,vertebrae_T10,0.9428,0.9411469432680788,0.9688583488103572,0.9825709532666065,0.04142400999852769,1
s0095,vertebrae_T11,0.7106,0.9382063479981042,0.9683977956809791,0.9809132454880127,0.042706897489908524,0
s0095,vertebrae_T12,0.2888,0.9330573034097251,0.9711915149515176,0.9845709935550104,0.051513690145285285,0
s0095,vertebrae_T2,0.9666,0.9434830365653772,0.9668495008858474,0.9816630014249179,0.03817996485954067,1
s0095,vertebrae_T3,0.9567,0.9367280425249462,0.9713019652175338,0.9803023967311203,0.04357435420617406,1
s0095,vertebrae_T4,0.952,0.9150633227027953,0.9265296972452871,0.9753263713579851,0.06026304865518972,1
s0095,vertebrae_T5,0.9181,0.9184274694350849,0.9036590867098336,0.9745313082609369,0.056103838825852015,0
s0095,vertebrae_T6,0.9183,0.7549170195532153,0.9105035676910397,0.9605334754886456,0.20561645593543032,1
s0095,vertebrae_T7,0.92,0.63342258319317,0.8238886341309616,0.9362198552157119,0.3027972720225419,1
s0095,vertebrae_T8,0.8588,0.5752976680017592,0.8111750368999497,0.9426051120779251,0.3673074440761659,1
s0095,vertebrae_T9,0.829,0.6672835976085143,0.8023954650789867,0.9304389062257498,0.26315530861723546,1
s0991,adrenal_gland_left,0.9034,0.7675670720485748,0.8844735486128683,0.929261712738991,0.16169464069041628,1
s0991,adrenal_gland_right,0.8958,0.8204714863939622,0.90238066077082,0.924451967149137,0.10398048075517485,1
s0991,aorta,0.9756,0.9544757789113124,0.9626758948346226,0.9778665825341237,0.023390803622811318,1
s0991,atrial_appendage_left,0.9371,0.8542468602473355,0.9291148435048358,0.9501201537217608,0.0958732934744253,1
s0991,autochthon_left,0.9692,0.9588661514774797,0.9700583116565686,0.9732248022005316,0.01435865072305198,1
s0991,autochthon_right,0.967,0.959122094244817,0.9655993864612482,0.9724694225423891,0.013347328297572125,1
